"EmployeeID","MonthlyIncome","JobRole","TotalWorkingYears","Gender","Age","Education Level"
"24341","5532","Technology","21","Female","37","Bachelor’s Degree"
"15279","4048","Education","10","Male","58","High School"
"45950","6612","Technology","7","Male","25","Master’s Degree"
"46760","8547","Finance","27","Male","40","Master’s Degree"
"35253","8070","Healthcare","37","Male","48","High School"
"50474","7055","Healthcare","14","Male","51","Bachelor’s Degree"
"35729","13099","Finance","13","Male","34","Bachelor’s Degree"
"21722","8733","Finance","33","Female","56","PhD"
"57681","8973","Technology","36","Female","52","Master’s Degree"
"39473","6293","Finance","4","Female","51","Bachelor’s Degree"
"47042","9241","Technology","1","Male","25","High School"
"47064","3946","Education","41","Female","51","Master’s Degree"
"10372","3880","Education","39","Male","55","Master’s Degree"
"271","9163","Finance","1","Male","19","PhD"
"30853","8402","Healthcare","27","Male","55","Associate Degree"
"52592","3657","Education","10","Male","22","Associate Degree"
"58166","7905","Healthcare","6","Male","21","High School"
"56452","8682","Finance","1","Male","32","High School"
"45164","10658","Technology","24","Female","40","Master’s Degree"
"69414","6741","Technology","8","Female","34","High School"
"72762","9794","Technology","13","Male","29","Master’s Degree"
"66230","4943","Education","28","Female","43","High School"
"22989","10995","Finance","17","Male","48","Associate Degree"
"67949","7843","Healthcare","23","Female","36","Master’s Degree"
"7730","11626","Finance","12","Female","54","Bachelor’s Degree"
"50748","9740","Finance","1","Male","25","Master’s Degree"
"981","5801","Media","22","Male","50","Master’s Degree"
"39265","5980","Media","1","Male","46","Associate Degree"
"52127","6843","Media","5","Female","40","Bachelor’s Degree"
"62760","7983","Finance","5","Female","23","Associate Degree"
"19949","6081","Media","6","Female","36","Bachelor’s Degree"
"53973","8187","Technology","15","Female","54","High School"
"55915","12762","Technology","37","Male","54","PhD"
"32167","10876","Finance","1","Male","30","High School"
"31414","3874","Finance","6","Male","20","Associate Degree"
"53734","9920","Finance","13","Female","32","Bachelor’s Degree"
"39393","5616","Media","4","Female","34","Bachelor’s Degree"
"15652","6424","Finance","37","Male","48","Bachelor’s Degree"
"27706","11921","Technology","18","Male","27","High School"
"41948","4650","Education","33","Male","44","Associate Degree"
"35026","9044","Healthcare","6","Male","21","Associate Degree"
"49365","7415","Technology","10","Male","31","Bachelor’s Degree"
"14062","6169","Media","25","Male","34","High School"
"20051","4426","Education","11","Male","53","Bachelor’s Degree"
"12754","6066","Education","23","Female","48","Bachelor’s Degree"
"52540","6205","Media","26","Male","34","Master’s Degree"
"54339","8634","Finance","8","Male","34","PhD"
"11903","4557","Education","5","Male","41","Bachelor’s Degree"
"64286","8629","Technology","5","Male","47","Bachelor’s Degree"
"24442","9346","Healthcare","43","Male","53","Associate Degree"
"39538","5839","Technology","4","Male","26","Bachelor’s Degree"
"28772","8987","Finance","12","Female","29","Bachelor’s Degree"
"69345","9017","Finance","28","Male","52","Bachelor’s Degree"
"35356","5411","Education","4","Female","19","High School"
"30661","9267","Technology","7","Female","45","High School"
"30763","10723","Technology","15","Male","27","Associate Degree"
"57844","4027","Education","44","Female","57","PhD"
"29921","7339","Healthcare","15","Female","23","PhD"
"65174","6306","Media","10","Male","38","Master’s Degree"
"64577","7171","Technology","10","Female","36","Master’s Degree"
"44983","5048","Education","33","Female","54","High School"
"15799","7175","Healthcare","7","Female","20","Associate Degree"
"7743","7527","Technology","13","Female","33","Bachelor’s Degree"
"11905","6705","Healthcare","22","Female","38","Bachelor’s Degree"
"74149","6857","Media","21","Male","57","Bachelor’s Degree"
"60920","6308","Media","17","Female","31","Bachelor’s Degree"
"10422","5693","Media","17","Female","46","Associate Degree"
"33100","9106","Technology","12","Female","30","Master’s Degree"
"10497","6228","Media","1","Female","28","High School"
"60998","6592","Finance","21","Male","40","Master’s Degree"
"42991","9606","Technology","2","Female","30","PhD"
"28022","8129","Healthcare","21","Male","40","Associate Degree"
"34206","8106","Technology","17","Male","31","Master’s Degree"
"68086","5076","Education","18","Male","37","Master’s Degree"
"7144","6096","Media","2","Female","30","Bachelor’s Degree"
"59667","5610","Education","8","Female","20","Associate Degree"
"68995","9526","Finance","1","Female","32","High School"
"60401","5198","Education","37","Male","56","Bachelor’s Degree"
"23870","9718","Technology","9","Male","46","Associate Degree"
"28213","6409","Media","33","Female","48","Associate Degree"
"6053","5813","Media","40","Female","48","Bachelor’s Degree"
"45298","6086","Finance","19","Female","39","Bachelor’s Degree"
"34181","7078","Technology","40","Female","49","Associate Degree"
"6329","5585","Media","33","Female","58","High School"
"28892","10268","Technology","35","Female","56","High School"
"53098","11776","Technology","10","Male","41","Bachelor’s Degree"
"31430","6760","Healthcare","22","Male","59","Associate Degree"
"55938","7913","Healthcare","8","Female","41","Master’s Degree"
"53155","5582","Media","27","Female","58","High School"
"43190","9060","Technology","14","Male","51","Associate Degree"
"27419","7209","Healthcare","8","Male","49","Associate Degree"
"58589","8340","Technology","17","Male","43","High School"
"40454","7204","Finance","10","Male","41","Master’s Degree"
"29121","5778","Media","2","Female","27","PhD"
"8384","10701","Finance","13","Female","23","Bachelor’s Degree"
"20213","7473","Healthcare","24","Female","35","PhD"
"56232","12034","Technology","22","Male","30","High School"
"67267","11677","Technology","17","Female","59","Associate Degree"
"32754","4872","Education","2","Female","28","High School"
"20872","6867","Healthcare","32","Male","42","Bachelor’s Degree"
"10009","7999","Technology","7","Male","40","High School"
"25028","6151","Media","7","Female","36","High School"
"38609","3388","Education","21","Male","46","Bachelor’s Degree"
"32074","6129","Media","18","Female","55","Bachelor’s Degree"
"28748","6147","Education","17","Male","27","Master’s Degree"
"37588","10110","Technology","2","Male","53","Bachelor’s Degree"
"52516","5901","Education","18","Male","27","Associate Degree"
"59628","8682","Technology","7","Male","20","Master’s Degree"
"8737","6297","Healthcare","18","Female","33","High School"
"74129","9241","Technology","16","Male","46","Master’s Degree"
"53590","5501","Finance","16","Female","39","Bachelor’s Degree"
"13565","4782","Education","38","Male","55","Bachelor’s Degree"
"65588","4045","Education","25","Male","34","Master’s Degree"
"55574","5993","Technology","19","Female","39","Bachelor’s Degree"
"22331","5812","Technology","4","Female","50","High School"
"5762","9481","Finance","23","Male","43","Master’s Degree"
"70611","9560","Technology","18","Female","48","Master’s Degree"
"2392","8095","Technology","14","Male","26","Associate Degree"
"48027","10843","Technology","14","Male","25","Associate Degree"
"2798","7301","Finance","2","Male","37","High School"
"16249","8620","Technology","11","Female","41","High School"
"45406","9784","Technology","21","Female","37","Bachelor’s Degree"
"20296","9068","Healthcare","4","Female","20","High School"
"70646","7477","Healthcare","15","Female","36","Bachelor’s Degree"
"65946","6005","Media","1","Male","52","Associate Degree"
"16598","7887","Healthcare","20","Male","51","High School"
"36222","8149","Technology","42","Male","53","Bachelor’s Degree"
"47643","5612","Media","6","Male","30","PhD"
"67463","5872","Finance","28","Female","40","Bachelor’s Degree"
"8752","9660","Technology","9","Male","31","Bachelor’s Degree"
"16817","5663","Media","11","Female","35","Associate Degree"
"53565","9630","Technology","7","Male","36","Bachelor’s Degree"
"15143","7193","Healthcare","20","Male","49","PhD"
"60364","5727","Media","4","Male","29","Master’s Degree"
"263","7149","Technology","19","Female","37","Bachelor’s Degree"
"55473","7981","Healthcare","16","Male","29","Master’s Degree"
"62829","7075","Healthcare","10","Female","36","Bachelor’s Degree"
"4973","7617","Healthcare","12","Female","44","Bachelor’s Degree"
"18624","5258","Media","41","Male","52","Bachelor’s Degree"
"1745","5941","Media","14","Male","48","Bachelor’s Degree"
"61535","6269","Media","33","Female","57","Associate Degree"
"66311","7304","Healthcare","19","Male","43","High School"
"2078","3757","Education","24","Female","43","Master’s Degree"
"32596","5718","Education","4","Female","37","Bachelor’s Degree"
"67536","10018","Finance","23","Male","46","High School"
"45883","6828","Healthcare","8","Male","18","Master’s Degree"
"9021","10506","Technology","21","Male","58","High School"
"61233","7049","Healthcare","4","Female","41","Master’s Degree"
"27984","7230","Finance","2","Male","25","Bachelor’s Degree"
"22310","7752","Healthcare","1","Male","57","High School"
"251","10195","Technology","13","Female","36","Bachelor’s Degree"
"16393","8236","Healthcare","13","Male","31","Associate Degree"
"71770","7946","Finance","10","Male","27","Associate Degree"
"68831","3730","Education","19","Female","28","Bachelor’s Degree"
"42217","6644","Media","33","Male","50","Associate Degree"
"14253","7084","Healthcare","12","Male","31","Associate Degree"
"35552","9488","Technology","24","Male","40","Associate Degree"
"21705","7352","Finance","17","Male","49","Associate Degree"
"29309","9953","Technology","9","Male","26","Associate Degree"
"55929","4245","Education","5","Male","44","High School"
"4909","4231","Education","37","Male","57","Master’s Degree"
"58945","8484","Finance","9","Male","22","Associate Degree"
"54172","11510","Technology","6","Female","40","Bachelor’s Degree"
"24939","10785","Technology","19","Male","42","Associate Degree"
"50597","10217","Finance","5","Male","27","High School"
"11606","8120","Technology","13","Male","24","PhD"
"60967","5682","Education","10","Female","40","High School"
"6946","8350","Technology","10","Male","19","Associate Degree"
"24293","5434","Education","30","Female","59","Bachelor’s Degree"
"47533","4723","Education","28","Male","54","Associate Degree"
"19500","7079","Healthcare","15","Male","51","Bachelor’s Degree"
"24858","6234","Healthcare","19","Male","32","Bachelor’s Degree"
"64003","8174","Finance","13","Male","23","Associate Degree"
"16585","3973","Education","5","Female","41","Bachelor’s Degree"
"53516","8554","Healthcare","1","Female","30","High School"
"20653","8522","Finance","22","Male","31","Associate Degree"
"20738","8676","Healthcare","15","Male","23","Associate Degree"
"37777","12571","Finance","9","Male","52","Bachelor’s Degree"
"66794","8243","Finance","24","Male","49","High School"
"40747","6234","Media","35","Male","44","High School"
"19656","7908","Healthcare","33","Female","44","Associate Degree"
"72194","9633","Finance","28","Female","37","High School"
"36563","4944","Media","39","Female","58","Master’s Degree"
"1665","10070","Finance","21","Male","57","High School"
"71004","10169","Finance","12","Male","28","High School"
"70967","5293","Education","4","Male","39","High School"
"10082","8802","Technology","11","Male","56","High School"
"34461","4427","Education","3","Male","40","Master’s Degree"
"53163","5212","Education","1","Male","26","High School"
"56762","4539","Education","6","Female","23","High School"
"10576","6751","Healthcare","13","Male","21","High School"
"27330","5864","Media","3","Female","26","Associate Degree"
"53941","4440","Education","3","Female","39","Bachelor’s Degree"
"48101","8015","Healthcare","19","Female","40","Master’s Degree"
"57926","6979","Technology","13","Female","21","Master’s Degree"
"35958","7663","Finance","8","Male","34","Master’s Degree"
